hour_of_year,ElectricEquipment_fraction
1873,0.593705
1874,0.545993
1875,0.537125
1876,0.527573
1877,0.510214
1878,0.566738
1879,0.655956
1880,0.708757
1881,0.63594
1882,0.568708
1883,0.57415
1884,0.568675
1885,0.558006
1886,0.57301
1887,0.59132
1888,0.617121
1889,0.7157
1890,0.858125
1891,0.940862
1892,0.975578
1893,0.992552
1894,0.959906
1895,0.828471
1896,0.715991
1897,0.593705
1898,0.545993
1899,0.537125
1900,0.527573
1901,0.510214
1902,0.566738
1903,0.655956
1904,0.708757
1905,0.63594
1906,0.568708
1907,0.57415
1908,0.568675
1909,0.558006
1910,0.57301
1911,0.59132
1912,0.617121
1913,0.7157
1914,0.858125
1915,0.940862
1916,0.975578
1917,0.992552
1918,0.959906
1919,0.828471
1920,0.715991
1921,0.593705
1922,0.545993
1923,0.537125
1924,0.527573
1925,0.510214
1926,0.566738
1927,0.655956
1928,0.708757
1929,0.63594
1930,0.568708
1931,0.57415
1932,0.568675
1933,0.558006
1934,0.57301
1935,0.59132
1936,0.617121
1937,0.7157
1938,0.858125
1939,0.940862
1940,0.975578
1941,0.992552
1942,0.959906
1943,0.828471
1944,0.715991
1945,0.593705
1946,0.545993
1947,0.537125
1948,0.527573
1949,0.510214
1950,0.566738
1951,0.655956
1952,0.708757
1953,0.63594
1954,0.568708
1955,0.57415
1956,0.568675
1957,0.558006
1958,0.57301
1959,0.59132
1960,0.617121
1961,0.7157
1962,0.858125
1963,0.940862
1964,0.975578
1965,0.992552
1966,0.959906
1967,0.828471
1968,0.715991
1969,0.593705
1970,0.545993
1971,0.537125
1972,0.527573
1973,0.510214
1974,0.566738
1975,0.655956
1976,0.708757
1977,0.63594
1978,0.568708
1979,0.57415
1980,0.568675
1981,0.558006
1982,0.57301
1983,0.59132
1984,0.617121
1985,0.7157
1986,0.858125
1987,0.940862
1988,0.975578
1989,0.992552
1990,0.959906
1991,0.828471
1992,0.715991
1993,0.595064
1994,0.546824
1995,0.537634
1996,0.527952
1997,0.510858
1998,0.567875
1999,0.658376
2000,0.713446
2001,0.643403
2002,0.577802
2003,0.583229
2004,0.577107
2005,0.565562
2006,0.580106
2007,0.597498
2008,0.622933
2009,0.721592
2010,0.864277
2011,0.948167
2012,0.983653
2013,1.0
2014,0.966532
2015,0.833194
2016,0.718759
2017,0.595064
2018,0.546824
2019,0.537634
2020,0.527952
2021,0.510858
2022,0.567875
2023,0.658376
2024,0.713446
2025,0.643403
2026,0.577802
2027,0.583229
2028,0.577107
2029,0.565562
2030,0.580106
2031,0.597498
2032,0.622933
2033,0.721592
2034,0.864277
2035,0.948167
2036,0.983653
2037,1.0
2038,0.966532
2039,0.833194
2040,0.718759
2041,0.593705
2042,0.545993
2043,0.537125
2044,0.527573
2045,0.510214
2046,0.566738
2047,0.655956
2048,0.708757
2049,0.63594
2050,0.568708
2051,0.57415
2052,0.568675
2053,0.558006
2054,0.57301
2055,0.59132
2056,0.617121
2057,0.7157
2058,0.858125
2059,0.940862
2060,0.975578
2061,0.992552
2062,0.959906
2063,0.828471
2064,0.715991
2065,0.593705
2066,0.545993
2067,0.537125
2068,0.527573
2069,0.510214
2070,0.566738
2071,0.655956
2072,0.708757
2073,0.63594
2074,0.568708
2075,0.57415
2076,0.568675
2077,0.558006
2078,0.57301
2079,0.59132
2080,0.617121
2081,0.7157
2082,0.858125
2083,0.940862
2084,0.975578
2085,0.992552
2086,0.959906
2087,0.828471
2088,0.715991
2089,0.593705
2090,0.545993
2091,0.537125
2092,0.527573
2093,0.510214
2094,0.566738
2095,0.655956
2096,0.708757
2097,0.63594
2098,0.568708
2099,0.57415
2100,0.568675
2101,0.558006
2102,0.57301
2103,0.59132
2104,0.617121
2105,0.7157
2106,0.858125
2107,0.940862
2108,0.975578
2109,0.992552
2110,0.959906
2111,0.828471
2112,0.715991
2113,0.593705
2114,0.545993
2115,0.537125
2116,0.527573
2117,0.510214
2118,0.566738
2119,0.655956
2120,0.708757
2121,0.63594
2122,0.568708
2123,0.57415
2124,0.568675
2125,0.558006
2126,0.57301
2127,0.59132
2128,0.617121
2129,0.7157
2130,0.858125
2131,0.940862
2132,0.975578
2133,0.992552
2134,0.959906
2135,0.828471
2136,0.715991
2137,0.593705
2138,0.545993
2139,0.537125
2140,0.527573
2141,0.510214
2142,0.566738
2143,0.655956
2144,0.708757
2145,0.63594
2146,0.568708
2147,0.57415
2148,0.568675
2149,0.558006
2150,0.57301
2151,0.59132
2152,0.617121
2153,0.7157
2154,0.858125
2155,0.940862
2156,0.975578
2157,0.992552
2158,0.959906
2159,0.828471
2160,0.715991
2161,0.595064
2162,0.546824
2163,0.537634
2164,0.527952
2165,0.510858
2166,0.567875
2167,0.658376
2168,0.713446
2169,0.643403
2170,0.577802
2171,0.583229
2172,0.577107
2173,0.565562
2174,0.580106
2175,0.597498
2176,0.622933
2177,0.721592
2178,0.864277
2179,0.948167
2180,0.983653
2181,1.0
2182,0.966532
2183,0.833194
2184,0.718759
2185,0.595064
2186,0.546824
2187,0.537634
2188,0.527952
2189,0.510858
2190,0.567875
2191,0.658376
2192,0.713446
2193,0.643403
2194,0.577802
2195,0.583229
2196,0.577107
2197,0.565562
2198,0.580106
2199,0.597498
2200,0.622933
2201,0.721592
2202,0.864277
2203,0.948167
2204,0.983653
2205,1.0
2206,0.966532
2207,0.833194
2208,0.718759
2209,0.593705
2210,0.545993
2211,0.537125
2212,0.527573
2213,0.510214
2214,0.566738
2215,0.655956
2216,0.708757
2217,0.63594
2218,0.568708
2219,0.57415
2220,0.568675
2221,0.558006
2222,0.57301
2223,0.59132
2224,0.617121
2225,0.7157
2226,0.858125
2227,0.940862
2228,0.975578
2229,0.992552
2230,0.959906
2231,0.828471
2232,0.715991
2233,0.593705
2234,0.545993
2235,0.537125
2236,0.527573
2237,0.510214
2238,0.566738
2239,0.655956
2240,0.708757
2241,0.63594
2242,0.568708
2243,0.57415
2244,0.568675
2245,0.558006
2246,0.57301
2247,0.59132
2248,0.617121
2249,0.7157
2250,0.858125
2251,0.940862
2252,0.975578
2253,0.992552
2254,0.959906
2255,0.828471
2256,0.715991
2257,0.593705
2258,0.545993
2259,0.537125
2260,0.527573
2261,0.510214
2262,0.566738
2263,0.655956
2264,0.708757
2265,0.63594
2266,0.568708
2267,0.57415
2268,0.568675
2269,0.558006
2270,0.57301
2271,0.59132
2272,0.617121
2273,0.7157
2274,0.858125
2275,0.940862
2276,0.975578
2277,0.992552
2278,0.959906
2279,0.828471
2280,0.715991
2281,0.593705
2282,0.545993
2283,0.537125
2284,0.527573
2285,0.510214
2286,0.566738
2287,0.655956
2288,0.708757
2289,0.63594
2290,0.568708
2291,0.57415
2292,0.568675
2293,0.558006
2294,0.57301
2295,0.59132
2296,0.617121
2297,0.7157
2298,0.858125
2299,0.940862
2300,0.975578
2301,0.992552
2302,0.959906
2303,0.828471
2304,0.715991
2305,0.593705
2306,0.545993
2307,0.537125
2308,0.527573
2309,0.510214
2310,0.566738
2311,0.655956
2312,0.708757
2313,0.63594
2314,0.568708
2315,0.57415
2316,0.568675
2317,0.558006
2318,0.57301
2319,0.59132
2320,0.617121
2321,0.7157
2322,0.858125
2323,0.940862
2324,0.975578
2325,0.992552
2326,0.959906
2327,0.828471
2328,0.715991
2329,0.595064
2330,0.546824
2331,0.537634
2332,0.527952
2333,0.510858
2334,0.567875
2335,0.658376
2336,0.713446
2337,0.643403
2338,0.577802
2339,0.583229
2340,0.577107
2341,0.565562
2342,0.580106
2343,0.597498
2344,0.622933
2345,0.721592
2346,0.864277
2347,0.948167
2348,0.983653
2349,1.0
2350,0.966532
2351,0.833194
2352,0.718759
2353,0.595064
2354,0.546824
2355,0.537634
2356,0.527952
2357,0.510858
2358,0.567875
2359,0.658376
2360,0.713446
2361,0.643403
2362,0.577802
2363,0.583229
2364,0.577107
2365,0.565562
2366,0.580106
2367,0.597498
2368,0.622933
2369,0.721592
2370,0.864277
2371,0.948167
2372,0.983653
2373,1.0
2374,0.966532
2375,0.833194
2376,0.718759
2377,0.593705
2378,0.545993
2379,0.537125
2380,0.527573
2381,0.510214
2382,0.566738
2383,0.655956
2384,0.708757
2385,0.63594
2386,0.568708
2387,0.57415
2388,0.568675
2389,0.558006
2390,0.57301
2391,0.59132
2392,0.617121
2393,0.7157
2394,0.858125
2395,0.940862
2396,0.975578
2397,0.992552
2398,0.959906
2399,0.828471
2400,0.715991
2401,0.593705
2402,0.545993
2403,0.537125
2404,0.527573
2405,0.510214
2406,0.566738
2407,0.655956
2408,0.708757
2409,0.63594
2410,0.568708
2411,0.57415
2412,0.568675
2413,0.558006
2414,0.57301
2415,0.59132
2416,0.617121
2417,0.7157
2418,0.858125
2419,0.940862
2420,0.975578
2421,0.992552
2422,0.959906
2423,0.828471
2424,0.715991
2425,0.593705
2426,0.545993
2427,0.537125
2428,0.527573
2429,0.510214
2430,0.566738
2431,0.655956
2432,0.708757
2433,0.63594
2434,0.568708
2435,0.57415
2436,0.568675
2437,0.558006
2438,0.57301
2439,0.59132
2440,0.617121
2441,0.7157
2442,0.858125
2443,0.940862
2444,0.975578
2445,0.992552
2446,0.959906
2447,0.828471
2448,0.715991
2449,0.593705
2450,0.545993
2451,0.537125
2452,0.527573
2453,0.510214
2454,0.566738
2455,0.655956
2456,0.708757
2457,0.63594
2458,0.568708
2459,0.57415
2460,0.568675
2461,0.558006
2462,0.57301
2463,0.59132
2464,0.617121
2465,0.7157
2466,0.858125
2467,0.940862
2468,0.975578
2469,0.992552
2470,0.959906
2471,0.828471
2472,0.715991
2473,0.593705
2474,0.545993
2475,0.537125
2476,0.527573
2477,0.510214
2478,0.566738
2479,0.655956
2480,0.708757
2481,0.63594
2482,0.568708
2483,0.57415
2484,0.568675
2485,0.558006
2486,0.57301
2487,0.59132
2488,0.617121
2489,0.7157
2490,0.858125
2491,0.940862
2492,0.975578
2493,0.992552
2494,0.959906
2495,0.828471
2496,0.715991
2497,0.595064
2498,0.546824
2499,0.537634
2500,0.527952
2501,0.510858
2502,0.567875
2503,0.658376
2504,0.713446
2505,0.643403
2506,0.577802
2507,0.583229
2508,0.577107
2509,0.565562
2510,0.580106
2511,0.597498
2512,0.622933
2513,0.721592
2514,0.864277
2515,0.948167
2516,0.983653
2517,1.0
2518,0.966532
2519,0.833194
2520,0.718759
2521,0.595064
2522,0.546824
2523,0.537634
2524,0.527952
2525,0.510858
2526,0.567875
2527,0.658376
2528,0.713446
2529,0.643403
2530,0.577802
2531,0.583229
2532,0.577107
2533,0.565562
2534,0.580106
2535,0.597498
2536,0.622933
2537,0.721592
2538,0.864277
2539,0.948167
2540,0.983653
2541,1.0
2542,0.966532
2543,0.833194
2544,0.718759
2545,0.593705
2546,0.545993
2547,0.537125
2548,0.527573
2549,0.510214
2550,0.566738
2551,0.655956
2552,0.708757
2553,0.63594
2554,0.568708
2555,0.57415
2556,0.568675
2557,0.558006
2558,0.57301
2559,0.59132
2560,0.617121
2561,0.7157
2562,0.858125
2563,0.940862
2564,0.975578
2565,0.992552
2566,0.959906
2567,0.828471
2568,0.715991
2569,0.593705
2570,0.545993
2571,0.537125
2572,0.527573
2573,0.510214
2574,0.566738
2575,0.655956
2576,0.708757
2577,0.63594
2578,0.568708
2579,0.57415
2580,0.568675
2581,0.558006
2582,0.57301
2583,0.59132
2584,0.617121
2585,0.7157
2586,0.858125
2587,0.940862
2588,0.975578
2589,0.992552
2590,0.959906
2591,0.828471
2592,0.715991
2593,0.593705
2594,0.545993
2595,0.537125
2596,0.527573
2597,0.510214
2598,0.566738
2599,0.655956
2600,0.708757
2601,0.63594
2602,0.568708
2603,0.57415
2604,0.568675
2605,0.558006
2606,0.57301
2607,0.59132
2608,0.617121
2609,0.7157
2610,0.858125
2611,0.940862
2612,0.975578
2613,0.992552
2614,0.959906
2615,0.828471
2616,0.715991
2617,0.593705
2618,0.545993
2619,0.537125
2620,0.527573
2621,0.510214
2622,0.566738
2623,0.655956
2624,0.708757
2625,0.63594
2626,0.568708
2627,0.57415
2628,0.568675
2629,0.558006
2630,0.57301
2631,0.59132
2632,0.617121
2633,0.7157
2634,0.858125
2635,0.940862
2636,0.975578
2637,0.992552
2638,0.959906
2639,0.828471
2640,0.715991
2641,0.593705
2642,0.545993
2643,0.537125
2644,0.527573
2645,0.510214
2646,0.566738
2647,0.655956
2648,0.708757
2649,0.63594
2650,0.568708
2651,0.57415
2652,0.568675
2653,0.558006
2654,0.57301
2655,0.59132
2656,0.617121
2657,0.7157
2658,0.858125
2659,0.940862
2660,0.975578
2661,0.992552
2662,0.959906
2663,0.828471
2664,0.715991
2665,0.595064
2666,0.546824
2667,0.537634
2668,0.527952
2669,0.510858
2670,0.567875
2671,0.658376
2672,0.713446
2673,0.643403
2674,0.577802
2675,0.583229
2676,0.577107
2677,0.565562
2678,0.580106
2679,0.597498
2680,0.622933
2681,0.721592
2682,0.864277
2683,0.948167
2684,0.983653
2685,1.0
2686,0.966532
2687,0.833194
2688,0.718759
2689,0.595064
2690,0.546824
2691,0.537634
2692,0.527952
2693,0.510858
2694,0.567875
2695,0.658376
2696,0.713446
2697,0.643403
2698,0.577802
2699,0.583229
2700,0.577107
2701,0.565562
2702,0.580106
2703,0.597498
2704,0.622933
2705,0.721592
2706,0.864277
2707,0.948167
2708,0.983653
2709,1.0
2710,0.966532
2711,0.833194
2712,0.718759
2713,0.593705
2714,0.545993
2715,0.537125
2716,0.527573
2717,0.510214
2718,0.566738
2719,0.655956
2720,0.708757
2721,0.63594
2722,0.568708
2723,0.57415
2724,0.568675
2725,0.558006
2726,0.57301
2727,0.59132
2728,0.617121
2729,0.7157
2730,0.858125
2731,0.940862
2732,0.975578
2733,0.992552
2734,0.959906
2735,0.828471
2736,0.715991
2737,0.593705
2738,0.545993
2739,0.537125
2740,0.527573
2741,0.510214
2742,0.566738
2743,0.655956
2744,0.708757
2745,0.63594
2746,0.568708
2747,0.57415
2748,0.568675
2749,0.558006
2750,0.57301
2751,0.59132
2752,0.617121
2753,0.7157
2754,0.858125
2755,0.940862
2756,0.975578
2757,0.992552
2758,0.959906
2759,0.828471
2760,0.715991
2761,0.593705
2762,0.545993
2763,0.537125
2764,0.527573
2765,0.510214
2766,0.566738
2767,0.655956
2768,0.708757
2769,0.63594
2770,0.568708
2771,0.57415
2772,0.568675
2773,0.558006
2774,0.57301
2775,0.59132
2776,0.617121
2777,0.7157
2778,0.858125
2779,0.940862
2780,0.975578
2781,0.992552
2782,0.959906
2783,0.828471
2784,0.715991
2785,0.593705
2786,0.545993
2787,0.537125
2788,0.527573
2789,0.510214
2790,0.566738
2791,0.655956
2792,0.708757
2793,0.63594
2794,0.568708
2795,0.57415
2796,0.568675
2797,0.558006
2798,0.57301
2799,0.59132
2800,0.617121
2801,0.7157
2802,0.858125
2803,0.940862
2804,0.975578
2805,0.992552
2806,0.959906
2807,0.828471
2808,0.715991
2809,0.593705
2810,0.545993
2811,0.537125
2812,0.527573
2813,0.510214
2814,0.566738
2815,0.655956
2816,0.708757
2817,0.63594
2818,0.568708
2819,0.57415
2820,0.568675
2821,0.558006
2822,0.57301
2823,0.59132
2824,0.617121
2825,0.7157
2826,0.858125
2827,0.940862
2828,0.975578
2829,0.992552
2830,0.959906
2831,0.828471
2832,0.715991
2833,0.595064
2834,0.546824
2835,0.537634
2836,0.527952
2837,0.510858
2838,0.567875
2839,0.658376
2840,0.713446
2841,0.643403
2842,0.577802
2843,0.583229
2844,0.577107
2845,0.565562
2846,0.580106
2847,0.597498
2848,0.622933
2849,0.721592
2850,0.864277
2851,0.948167
2852,0.983653
2853,1.0
2854,0.966532
2855,0.833194
2856,0.718759
2857,0.595064
2858,0.546824
2859,0.537634
2860,0.527952
2861,0.510858
2862,0.567875
2863,0.658376
2864,0.713446
2865,0.643403
2866,0.577802
2867,0.583229
2868,0.577107
2869,0.565562
2870,0.580106
2871,0.597498
2872,0.622933
2873,0.721592
2874,0.864277
2875,0.948167
2876,0.983653
2877,1.0
2878,0.966532
2879,0.833194
2880,0.718759
2881,0.593705
2882,0.545993
2883,0.537125
2884,0.527573
2885,0.510214
2886,0.566738
2887,0.655956
2888,0.708757
2889,0.63594
2890,0.568708
2891,0.57415
2892,0.568675
2893,0.558006
2894,0.57301
2895,0.59132
2896,0.617121
2897,0.7157
2898,0.858125
2899,0.940862
2900,0.975578
2901,0.992552
2902,0.959906
2903,0.828471
2904,0.715991
2905,0.593705
2906,0.545993
2907,0.537125
2908,0.527573
2909,0.510214
2910,0.566738
2911,0.655956
2912,0.708757
2913,0.63594
2914,0.568708
2915,0.57415
2916,0.568675
2917,0.558006
2918,0.57301
2919,0.59132
2920,0.617121
2921,0.7157
2922,0.858125
2923,0.940862
2924,0.975578
2925,0.992552
2926,0.959906
2927,0.828471
2928,0.715991
2929,0.593705
2930,0.545993
2931,0.537125
2932,0.527573
2933,0.510214
2934,0.566738
2935,0.655956
2936,0.708757
2937,0.63594
2938,0.568708
2939,0.57415
2940,0.568675
2941,0.558006
2942,0.57301
2943,0.59132
2944,0.617121
2945,0.7157
2946,0.858125
2947,0.940862
2948,0.975578
2949,0.992552
2950,0.959906
2951,0.828471
2952,0.715991
2953,0.593705
2954,0.545993
2955,0.537125
2956,0.527573
2957,0.510214
2958,0.566738
2959,0.655956
2960,0.708757
2961,0.63594
2962,0.568708
2963,0.57415
2964,0.568675
2965,0.558006
2966,0.57301
2967,0.59132
2968,0.617121
2969,0.7157
2970,0.858125
2971,0.940862
2972,0.975578
2973,0.992552
2974,0.959906
2975,0.828471
2976,0.715991
2977,0.593705
2978,0.545993
2979,0.537125
2980,0.527573
2981,0.510214
2982,0.566738
2983,0.655956
2984,0.708757
2985,0.63594
2986,0.568708
2987,0.57415
2988,0.568675
2989,0.558006
2990,0.57301
2991,0.59132
2992,0.617121
2993,0.7157
2994,0.858125
2995,0.940862
2996,0.975578
2997,0.992552
2998,0.959906
2999,0.828471
3000,0.715991
3001,0.595064
3002,0.546824
3003,0.537634
3004,0.527952
3005,0.510858
3006,0.567875
3007,0.658376
3008,0.713446
3009,0.643403
3010,0.577802
3011,0.583229
3012,0.577107
3013,0.565562
3014,0.580106
3015,0.597498
3016,0.622933
3017,0.721592
3018,0.864277
3019,0.948167
3020,0.983653
3021,1.0
3022,0.966532
3023,0.833194
3024,0.718759
3025,0.595064
3026,0.546824
3027,0.537634
3028,0.527952
3029,0.510858
3030,0.567875
3031,0.658376
3032,0.713446
3033,0.643403
3034,0.577802
3035,0.583229
3036,0.577107
3037,0.565562
3038,0.580106
3039,0.597498
3040,0.622933
3041,0.721592
3042,0.864277
3043,0.948167
3044,0.983653
3045,1.0
3046,0.966532
3047,0.833194
3048,0.718759
3049,0.593705
3050,0.545993
3051,0.537125
3052,0.527573
3053,0.510214
3054,0.566738
3055,0.655956
3056,0.708757
3057,0.63594
3058,0.568708
3059,0.57415
3060,0.568675
3061,0.558006
3062,0.57301
3063,0.59132
3064,0.617121
3065,0.7157
3066,0.858125
3067,0.940862
3068,0.975578
3069,0.992552
3070,0.959906
3071,0.828471
3072,0.715991
3073,0.593705
3074,0.545993
3075,0.537125
3076,0.527573
3077,0.510214
3078,0.566738
3079,0.655956
3080,0.708757
3081,0.63594
3082,0.568708
3083,0.57415
3084,0.568675
3085,0.558006
3086,0.57301
3087,0.59132
3088,0.617121
3089,0.7157
3090,0.858125
3091,0.940862
3092,0.975578
3093,0.992552
3094,0.959906
3095,0.828471
3096,0.715991
3097,0.593705
3098,0.545993
3099,0.537125
3100,0.527573
3101,0.510214
3102,0.566738
3103,0.655956
3104,0.708757
3105,0.63594
3106,0.568708
3107,0.57415
3108,0.568675
3109,0.558006
3110,0.57301
3111,0.59132
3112,0.617121
3113,0.7157
3114,0.858125
3115,0.940862
3116,0.975578
3117,0.992552
3118,0.959906
3119,0.828471
3120,0.715991
3121,0.593705
3122,0.545993
3123,0.537125
3124,0.527573
3125,0.510214
3126,0.566738
3127,0.655956
3128,0.708757
3129,0.63594
3130,0.568708
3131,0.57415
3132,0.568675
3133,0.558006
3134,0.57301
3135,0.59132
3136,0.617121
3137,0.7157
3138,0.858125
3139,0.940862
3140,0.975578
3141,0.992552
3142,0.959906
3143,0.828471
3144,0.715991
3145,0.593705
3146,0.545993
3147,0.537125
3148,0.527573
3149,0.510214
3150,0.566738
3151,0.655956
3152,0.708757
3153,0.63594
3154,0.568708
3155,0.57415
3156,0.568675
3157,0.558006
3158,0.57301
3159,0.59132
3160,0.617121
3161,0.7157
3162,0.858125
3163,0.940862
3164,0.975578
3165,0.992552
3166,0.959906
3167,0.828471
3168,0.715991
3169,0.595064
3170,0.546824
3171,0.537634
3172,0.527952
3173,0.510858
3174,0.567875
3175,0.658376
3176,0.713446
3177,0.643403
3178,0.577802
3179,0.583229
3180,0.577107
3181,0.565562
3182,0.580106
3183,0.597498
3184,0.622933
3185,0.721592
3186,0.864277
3187,0.948167
3188,0.983653
3189,1.0
3190,0.966532
3191,0.833194
3192,0.718759
3193,0.595064
3194,0.546824
3195,0.537634
3196,0.527952
3197,0.510858
3198,0.567875
3199,0.658376
3200,0.713446
3201,0.643403
3202,0.577802
3203,0.583229
3204,0.577107
3205,0.565562
3206,0.580106
3207,0.597498
3208,0.622933
3209,0.721592
3210,0.864277
3211,0.948167
3212,0.983653
3213,1.0
3214,0.966532
3215,0.833194
3216,0.718759
3217,0.593705
3218,0.545993
3219,0.537125
3220,0.527573
3221,0.510214
3222,0.566738
3223,0.655956
3224,0.708757
3225,0.63594
3226,0.568708
3227,0.57415
3228,0.568675
3229,0.558006
3230,0.57301
3231,0.59132
3232,0.617121
3233,0.7157
3234,0.858125
3235,0.940862
3236,0.975578
3237,0.992552
3238,0.959906
3239,0.828471
3240,0.715991
3241,0.593705
3242,0.545993
3243,0.537125
3244,0.527573
3245,0.510214
3246,0.566738
3247,0.655956
3248,0.708757
3249,0.63594
3250,0.568708
3251,0.57415
3252,0.568675
3253,0.558006
3254,0.57301
3255,0.59132
3256,0.617121
3257,0.7157
3258,0.858125
3259,0.940862
3260,0.975578
3261,0.992552
3262,0.959906
3263,0.828471
3264,0.715991
3265,0.593705
3266,0.545993
3267,0.537125
3268,0.527573
3269,0.510214
3270,0.566738
3271,0.655956
3272,0.708757
3273,0.63594
3274,0.568708
3275,0.57415
3276,0.568675
3277,0.558006
3278,0.57301
3279,0.59132
3280,0.617121
3281,0.7157
3282,0.858125
3283,0.940862
3284,0.975578
3285,0.992552
3286,0.959906
3287,0.828471
3288,0.715991
3289,0.593705
3290,0.545993
3291,0.537125
3292,0.527573
3293,0.510214
3294,0.566738
3295,0.655956
3296,0.708757
3297,0.63594
3298,0.568708
3299,0.57415
3300,0.568675
3301,0.558006
3302,0.57301
3303,0.59132
3304,0.617121
3305,0.7157
3306,0.858125
3307,0.940862
3308,0.975578
3309,0.992552
3310,0.959906
3311,0.828471
3312,0.715991
3313,0.593705
3314,0.545993
3315,0.537125
3316,0.527573
3317,0.510214
3318,0.566738
3319,0.655956
3320,0.708757
3321,0.63594
3322,0.568708
3323,0.57415
3324,0.568675
3325,0.558006
3326,0.57301
3327,0.59132
3328,0.617121
3329,0.7157
3330,0.858125
3331,0.940862
3332,0.975578
3333,0.992552
3334,0.959906
3335,0.828471
3336,0.715991
3337,0.595064
3338,0.546824
3339,0.537634
3340,0.527952
3341,0.510858
3342,0.567875
3343,0.658376
3344,0.713446
3345,0.643403
3346,0.577802
3347,0.583229
3348,0.577107
3349,0.565562
3350,0.580106
3351,0.597498
3352,0.622933
3353,0.721592
3354,0.864277
3355,0.948167
3356,0.983653
3357,1.0
3358,0.966532
3359,0.833194
3360,0.718759
3361,0.595064
3362,0.546824
3363,0.537634
3364,0.527952
3365,0.510858
3366,0.567875
3367,0.658376
3368,0.713446
3369,0.643403
3370,0.577802
3371,0.583229
3372,0.577107
3373,0.565562
3374,0.580106
3375,0.597498
3376,0.622933
3377,0.721592
3378,0.864277
3379,0.948167
3380,0.983653
3381,1.0
3382,0.966532
3383,0.833194
3384,0.718759
3385,0.593705
3386,0.545993
3387,0.537125
3388,0.527573
3389,0.510214
3390,0.566738
3391,0.655956
3392,0.708757
3393,0.63594
3394,0.568708
3395,0.57415
3396,0.568675
3397,0.558006
3398,0.57301
3399,0.59132
3400,0.617121
3401,0.7157
3402,0.858125
3403,0.940862
3404,0.975578
3405,0.992552
3406,0.959906
3407,0.828471
3408,0.715991
3409,0.593705
3410,0.545993
3411,0.537125
3412,0.527573
3413,0.510214
3414,0.566738
3415,0.655956
3416,0.708757
3417,0.63594
3418,0.568708
3419,0.57415
3420,0.568675
3421,0.558006
3422,0.57301
3423,0.59132
3424,0.617121
3425,0.7157
3426,0.858125
3427,0.940862
3428,0.975578
3429,0.992552
3430,0.959906
3431,0.828471
3432,0.715991
3433,0.593705
3434,0.545993
3435,0.537125
3436,0.527573
3437,0.510214
3438,0.566738
3439,0.655956
3440,0.708757
3441,0.63594
3442,0.568708
3443,0.57415
3444,0.568675
3445,0.558006
3446,0.57301
3447,0.59132
3448,0.617121
3449,0.7157
3450,0.858125
3451,0.940862
3452,0.975578
3453,0.992552
3454,0.959906
3455,0.828471
3456,0.715991
3457,0.593705
3458,0.545993
3459,0.537125
3460,0.527573
3461,0.510214
3462,0.566738
3463,0.655956
3464,0.708757
3465,0.63594
3466,0.568708
3467,0.57415
3468,0.568675
3469,0.558006
3470,0.57301
3471,0.59132
3472,0.617121
3473,0.7157
3474,0.858125
3475,0.940862
3476,0.975578
3477,0.992552
3478,0.959906
3479,0.828471
3480,0.715991
3481,0.593705
3482,0.545993
3483,0.537125
3484,0.527573
3485,0.510214
3486,0.566738
3487,0.655956
3488,0.708757
3489,0.63594
3490,0.568708
3491,0.57415
3492,0.568675
3493,0.558006
3494,0.57301
3495,0.59132
3496,0.617121
3497,0.7157
3498,0.858125
3499,0.940862
3500,0.975578
3501,0.992552
3502,0.959906
3503,0.828471
3504,0.715991
3505,0.595064
3506,0.546824
3507,0.537634
3508,0.527952
3509,0.510858
3510,0.567875
3511,0.658376
3512,0.713446
3513,0.643403
3514,0.577802
3515,0.583229
3516,0.577107
3517,0.565562
3518,0.580106
3519,0.597498
3520,0.622933
3521,0.721592
3522,0.864277
3523,0.948167
3524,0.983653
3525,1.0
3526,0.966532
3527,0.833194
3528,0.718759
3529,0.595064
3530,0.546824
3531,0.537634
3532,0.527952
3533,0.510858
3534,0.567875
3535,0.658376
3536,0.713446
3537,0.643403
3538,0.577802
3539,0.583229
3540,0.577107
3541,0.565562
3542,0.580106
3543,0.597498
3544,0.622933
3545,0.721592
3546,0.864277
3547,0.948167
3548,0.983653
3549,1.0
3550,0.966532
3551,0.833194
3552,0.718759
3553,0.593705
3554,0.545993
3555,0.537125
3556,0.527573
3557,0.510214
3558,0.566738
3559,0.655956
3560,0.708757
3561,0.63594
3562,0.568708
3563,0.57415
3564,0.568675
3565,0.558006
3566,0.57301
3567,0.59132
3568,0.617121
3569,0.7157
3570,0.858125
3571,0.940862
3572,0.975578
3573,0.992552
3574,0.959906
3575,0.828471
3576,0.715991
3577,0.593705
3578,0.545993
3579,0.537125
3580,0.527573
3581,0.510214
3582,0.566738
3583,0.655956
3584,0.708757
3585,0.63594
3586,0.568708
3587,0.57415
3588,0.568675
3589,0.558006
3590,0.57301
3591,0.59132
3592,0.617121
3593,0.7157
3594,0.858125
3595,0.940862
3596,0.975578
3597,0.992552
3598,0.959906
3599,0.828471
3600,0.715991
3601,0.593705
3602,0.545993
3603,0.537125
3604,0.527573
3605,0.510214
3606,0.566738
3607,0.655956
3608,0.708757
3609,0.63594
3610,0.568708
3611,0.57415
3612,0.568675
3613,0.558006
3614,0.57301
3615,0.59132
3616,0.617121
3617,0.7157
3618,0.858125
3619,0.940862
3620,0.975578
3621,0.992552
3622,0.959906
